0.00,-1,-1
0.03,-1,-1
0.07,-1,-1
0.10,-1,-1
0.13,-1,-1
0.17,-1,-1
0.20,-1,-1
0.23,500,133
0.27,492,49
0.30,497,322
0.33,496,626
0.37,497,522
0.40,506,642
0.43,497,770
0.47,501,723
0.50,522,451
0.53,516,536
0.57,513,569
0.60,520,478
0.63,539,340
0.67,533,373
0.70,527,408
0.73,535,360
0.77,550,342
0.80,544,329
0.83,540,334
0.87,548,335
0.90,563,461
0.93,556,378
0.97,554,363
1.00,560,414
1.03,567,550
1.07,564,489
1.10,575,787
1.13,571,664
1.17,569,586
1.20,574,753
1.23,582,658
1.27,578,717
1.30,578,739
1.33,580,683
1.37,587,643
1.40,584,639
1.43,583,650
1.47,585,638
1.50,589,717
1.53,588,668
1.57,588,657
1.60,589,698
1.63,588,753
1.67,589,785
1.70,589,763
1.73,589,772
1.77,585,755
1.80,587,743
1.83,588,747
1.87,585,749
1.90,581,787
1.93,583,776
1.97,582,791
2.00,580,798
2.03,581,781
2.07,581,781
2.10,580,789
2.13,578,800
2.17,579,798
2.20,579,795
2.23,579,800
2.27,578,801
2.30,578,801
2.33,578,800
2.37,578,802
2.40,580,805
2.43,578,803
2.47,578,802
2.50,579,804
2.53,580,805
2.57,582,807
2.60,581,805
2.63,581,805
2.67,582,806
2.70,582,809
2.73,582,808
2.77,582,807
2.80,583,809
2.83,582,811
2.87,582,810
2.90,583,810
2.93,583,811
2.97,577,813
3.00,579,813
3.03,581,812
3.07,578,813
3.10,573,815
3.13,575,814
3.17,576,814
3.20,574,815
3.23,572,816
3.27,573,815
3.30,573,815
3.33,572,815
3.37,571,818
3.40,571,817
3.43,572,816
3.47,571,818
3.50,568,819
3.53,569,818
3.57,570,819
3.60,569,819
3.63,566,822
3.67,567,821
3.70,568,820
3.73,566,821
3.77,564,823
3.80,565,822
3.83,565,823
3.87,563,824
3.90,563,824
3.93,564,823
3.97,563,824
4.00,559,825
4.03,561,824
4.07,560,824
4.10,555,827
4.13,557,827
4.17,558,826
4.20,556,827
4.23,549,828
4.27,552,826
4.30,553,828
4.33,551,828
4.37,545,830
4.40,547,828
4.43,549,828
4.47,546,829
4.50,544,831
4.53,544,829
4.57,544,830
4.60,544,831
4.63,539,833
4.67,541,833
4.70,543,832
4.73,540,833
4.77,536,835
4.80,537,834
4.83,538,834
4.87,537,835
4.90,530,837
4.93,534,837
4.97,534,836
5.00,532,837
5.03,530,837
5.07,528,838
5.10,526,841
5.13,527,839
5.17,528,839
5.20,526,841
5.23,528,844
5.27,527,842
5.30,527,841
5.33,528,843
5.37,530,848
5.40,529,845
5.43,529,844
5.47,530,847
5.50,532,852
5.53,531,849
5.57,531,849
5.60,532,851
5.63,533,855
5.67,533,853
5.70,532,852
5.73,533,853
5.77,535,858
5.80,534,857
5.83,534,856
5.87,534,858
5.90,535,863
5.93,536,859
5.97,536,858
6.00,536,861
6.03,534,868
6.07,534,865
6.10,535,863
6.13,534,866
6.17,532,872
6.20,533,870
6.23,533,870
6.27,531,874
6.30,532,873
6.33,531,872
6.37,531,875
6.40,528,882
6.43,531,878
6.47,531,877
6.50,528,880
6.53,525,889
6.57,527,885
6.60,527,883
6.63,526,886
6.67,524,891
6.70,524,889
6.73,525,889
6.77,522,896
6.80,523,894
6.83,524,892
6.87,523,895
6.90,515,903
6.93,520,899
6.97,521,897
7.00,518,900
7.03,511,905
7.07,514,904
7.10,505,911
7.13,508,908
7.17,510,907
7.20,507,910
7.23,499,916
7.27,502,912
7.30,501,914
7.33,492,921
7.37,495,918
7.40,496,917
7.43,493,920
7.47,481,929
7.50,485,925
7.53,489,923
7.57,484,926
7.60,480,929
7.63,474,936
7.67,478,933
7.70,479,932
7.73,477,933
7.77,470,944
7.80,471,941
7.83,473,939
7.87,470,943
7.90,465,951
7.93,469,947
7.97,467,948
8.00,458,959
8.03,462,956
8.07,463,953
8.10,460,957
8.13,449,972
8.17,453,968
8.20,456,964
8.23,452,970
8.27,443,982
8.30,449,974
8.33,447,977
8.37,433,995
8.40,437,990
8.43,442,985
8.47,436,992
8.50,428,1005
8.53,431,1000
8.57,432,999
8.60,429,1003
8.63,419,1013
8.67,425,1011
8.70,426,1008
8.73,423,1012
8.77,417,1020
8.80,418,1018
8.83,418,1015
8.87,418,1020
8.90,414,1025
8.93,415,1024
8.97,406,1030
9.00,410,1028
9.03,412,1026
9.07,409,1029
9.10,400,1037
9.13,404,1035
9.17,404,1032
9.20,401,1037
9.23,392,1047
9.27,395,1041
9.30,396,1040
9.33,394,1044
9.37,375,1056
9.40,384,1053
9.43,390,1049
9.47,381,1053
9.50,364,1068
9.53,371,1063
9.57,372,1060
9.60,365,1067
9.63,355,1078
9.67,359,1074
9.70,363,1071
9.73,357,1076
9.77,-1,-1
9.80,-1,-1
9.83,-1,-1
9.87,-1,-1
9.90,-1,-1
9.93,-1,-1
9.97,-1,-1
10.00,-1,-1
10.03,-1,-1
10.07,-1,-1
10.10,-1,-1
10.13,-1,-1
10.17,-1,-1
10.20,-1,-1
10.23,-1,-1
10.27,-1,-1
10.30,-1,-1
10.33,-1,-1
10.37,-1,-1
10.40,-1,-1
10.43,-1,-1
10.47,-1,-1
10.50,-1,-1
10.53,-1,-1
10.57,-1,-1
10.60,-1,-1
10.63,-1,-1
10.67,-1,-1
10.70,-1,-1
10.73,-1,-1
10.77,-1,-1
10.80,-1,-1
10.83,-1,-1
10.87,-1,-1
10.90,-1,-1
10.93,-1,-1
10.97,-1,-1
11.00,-1,-1
11.03,-1,-1
11.07,-1,-1
11.10,-1,-1
11.13,-1,-1
11.17,-1,-1
11.20,-1,-1
11.23,-1,-1
11.27,-1,-1
