0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,500,133
0,492,49
0,497,322
0,496,626
0,497,522
0,506,642
0,497,770
0,501,723
0,522,451
0,516,536
0,513,569
0,520,478
0,539,340
0,533,373
0,527,408
0,535,360
0,550,342
0,544,329
0,540,334
0,548,335
0,563,461
0,556,378
0,554,363
1,560,414
1,567,550
1,564,489
1,575,787
1,571,664
1,569,586
1,574,753
1,582,658
1,578,717
1,578,739
1,580,683
1,587,643
1,584,639
1,583,650
1,585,638
1,589,717
1,588,668
1,588,657
1,589,698
1,588,753
1,589,785
1,589,763
1,589,772
1,585,755
1,587,743
1,588,747
1,585,749
1,581,787
1,583,776
1,582,791
2,580,798
2,581,781
2,581,781
2,580,789
2,578,800
2,579,798
2,579,795
2,579,800
2,578,801
2,578,801
2,578,800
2,578,802
2,580,805
2,578,803
2,578,802
2,579,804
2,580,805
2,582,807
2,581,805
2,581,805
2,582,806
2,582,809
2,582,808
2,582,807
2,583,809
2,582,811
2,582,810
2,583,810
2,583,811
2,577,813
3,579,813
3,581,812
3,578,813
3,573,815
3,575,814
3,576,814
3,574,815
3,572,816
3,573,815
3,573,815
3,572,815
3,571,818
3,571,817
3,572,816
3,571,818
3,568,819
3,569,818
3,570,819
3,569,819
3,566,822
3,567,821
3,568,820
3,566,821
3,564,823
3,565,822
3,565,823
3,563,824
3,563,824
3,564,823
3,563,824
4,559,825
4,561,824
4,560,824
4,555,827
4,557,827
4,558,826
4,556,827
4,549,828
4,552,826
4,553,828
4,551,828
4,545,830
4,547,828
4,549,828
4,546,829
4,544,831
4,544,829
4,544,830
4,544,831
4,539,833
4,541,833
4,543,832
4,540,833
4,536,835
4,537,834
4,538,834
4,537,835
4,530,837
4,534,837
4,534,836
5,532,837
5,530,837
5,528,838
5,526,841
5,527,839
5,528,839
5,526,841
5,528,844
5,527,842
5,527,841
5,528,843
5,530,848
5,529,845
5,529,844
5,530,847
5,532,852
5,531,849
5,531,849
5,532,851
5,533,855
5,533,853
5,532,852
5,533,853
5,535,858
5,534,857
5,534,856
5,534,858
5,535,863
5,536,859
5,536,858
6,536,861
6,534,868
6,534,865
6,535,863
6,534,866
6,532,872
6,533,870
6,533,870
6,531,874
6,532,873
6,531,872
6,531,875
6,528,882
6,531,878
6,531,877
6,528,880
6,525,889
6,527,885
6,527,883
6,526,886
6,524,891
6,524,889
6,525,889
6,522,896
6,523,894
6,524,892
6,523,895
6,515,903
6,520,899
6,521,897
7,518,900
7,511,905
7,514,904
7,505,911
7,508,908
7,510,907
7,507,910
7,499,916
7,502,912
7,501,914
7,492,921
7,495,918
7,496,917
7,493,920
7,481,929
7,485,925
7,489,923
7,484,926
7,480,929
7,474,936
7,478,933
7,479,932
7,477,933
7,470,944
7,471,941
7,473,939
7,470,943
7,465,951
7,469,947
7,467,948
8,458,959
8,462,956
8,463,953
8,460,957
8,449,972
8,453,968
8,456,964
8,452,970
8,443,982
8,449,974
8,447,977
8,433,995
8,437,990
8,442,985
8,436,992
8,428,1005
8,431,1000
8,432,999
8,429,1003
8,419,1013
8,425,1011
8,426,1008
8,423,1012
8,417,1020
8,418,1018
8,418,1015
8,418,1020
8,414,1025
8,415,1024
8,406,1030
9,410,1028
9,412,1026
9,409,1029
9,400,1037
9,404,1035
9,404,1032
9,401,1037
9,392,1047
9,395,1041
9,396,1040
9,394,1044
9,375,1056
9,384,1053
9,390,1049
9,381,1053
9,364,1068
9,371,1063
9,372,1060
9,365,1067
9,355,1078
9,359,1074
9,363,1071
9,357,1076
9,-1,-1
9,-1,-1
9,-1,-1
9,-1,-1
9,-1,-1
9,-1,-1
9,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
10,-1,-1
11,-1,-1
11,-1,-1
11,-1,-1
11,-1,-1
11,-1,-1
11,-1,-1
11,-1,-1
11,-1,-1
11,-1,-1
